Id,SalePrice
1461,128096.70147887881
1462,154283.23659230757
1463,176451.340798083
1464,179926.0772943048
1465,200187.8347072612
1466,180928.14321394052
1467,162313.51444166424
1468,174435.2315529301
1469,183985.6496640247
1470,125194.09575280915
1471,199791.39558099027
1472,97806.40326837539
1473,105323.33880945436
1474,163988.09342191805
1475,150371.90725192297
1476,378173.29370766704
1477,257272.90563976413
1478,303611.8718387838
1479,242877.70248713216
1480,466531.92067688156
1481,294001.1424574725
1482,207237.94146257377
1483,173767.97721071792
1484,178851.49353327716
1485,174157.76426485527
1486,199433.53177990136
1487,325892.19302702637
1488,242073.4683239786
1489,205750.51198610748
1490,187507.47861348582
1491,193615.4343141634
1492,98907.67271415953
1493,176653.0560693275
1494,300233.9444855751
1495,295702.54557198513
1496,221547.5578695868
1497,192252.28764078816
1498,156341.74967441094
1499,155926.12890672198
1500,149515.61384996885
1501,174477.92434503025
1502,172758.35489760045
1503,301302.9926232589
1504,235935.2189463989
1505,213533.54781597195
1506,175600.83557304647
1507,212831.80114816455
1508,196525.87625872466
1509,165696.0555705394
1510,151391.9386326462
1511,152208.87106664214
1512,168147.09590072688
1513,155431.29014451406
1514,163949.19418008282
1515,179731.69044023636
1516,164667.05072496823
1517,150442.6932453891
1518,134225.72548096062
1519,223767.21010058516
1520,142230.14601041249
1521,147283.4360667275
1522,166837.02712624156
1523,115947.53274761415
1524,122182.58400764003
1525,130253.78403021883
1526,126897.66603203828
1527,104828.91005031575
1528,125147.5889319302
1529,143681.74278110758
1530,169800.04568329197
1531,129599.2396199163
1532,112206.93594160353
1533,149648.8750274172
1534,115684.71186820151
1535,161538.5726149181
1536,118226.53276637895
1537,80094.54891138487
1538,183672.61522595052
1539,243001.55042005956
1540,117748.6978315523
1541,152314.48918082894
1542,145907.9559953756
1543,222005.15185601488
1544,82147.82574158661
1545,108065.93137689898
1546,119248.40889356335
1547,143084.05525475452
1548,137755.70017023236
1549,114059.22821131963
1550,150043.1553568939
1551,119365.1543666397
1552,149109.83933247684
1553,145835.41697032793
1554,112215.03465608701
1555,169944.5077613361
1556,99417.62535417202
1557,131514.95084872155
1558,90100.9961323529
1559,124801.91023133344
1560,148423.2600000459
1561,151509.82620340362
1562,124291.12360153258
1563,124213.55929838159
1564,160798.23735729174
1565,158009.2582911601
1566,214055.8522520099
1567,82751.23933384576
1568,220155.16645279762
1569,150745.30001351994
1570,121944.10903843018
1571,136821.344721948
1572,144259.52944943297
1573,246949.1162917222
1574,120642.51322968304
1575,206833.88136123196
1576,208310.7216286701
1577,202423.2499376826
1578,157897.67707193329
1579,139121.67928759434
1580,193312.45045335955
1581,135860.11371352387
1582,129754.86689210318
1583,343811.513809128
1584,245683.09664888447
1585,141764.25835617378
1586,73763.37218805737
1587,105997.57804498586
1588,153062.88129889886
1589,97937.3748455285
1590,137714.52786572033
1591,109508.73318614332
1592,126413.84792028769
1593,118873.25324624171
1594,134549.7997048465
1595,125667.61283137662
1596,235265.7826565693
1597,163373.9193680753
1598,188411.73424361076
1599,206974.14000889266
1600,195171.76803061672
1601,84957.27532682246
1602,116030.95679876002
1603,100330.62361688814
1604,289130.1815372055
1605,254670.34877293592
1606,165040.5303047084
1607,165083.68272417207
1608,206709.03966396107
1609,197577.89488301097
1610,162073.40099903283
1611,150136.84656669057
1612,156557.60296038736
1613,164195.77349167448
1614,120540.91282330836
1615,89095.02073852319
1616,86017.10743796975
1617,90507.6031659548
1618,126547.7240889955
1619,131230.96068934022
1620,154235.3473272289
1621,138779.0819124839
1622,153409.10445641237
1623,296355.51091457036
1624,209936.60469645727
1625,131166.52137968797
1626,169007.57704931262
1627,181924.57206879475
1628,284708.9835729198
1629,176534.3788272812
1630,347796.1613229833
1631,227720.34293596406
1632,251539.13231090506
1633,169945.75674762324
1634,177817.91387159255
1635,180223.8144152485
1636,159538.96588084134
1637,170415.08848800918
1638,216786.30408844957
1639,175695.26533377467
1640,243429.7832717731
1641,182914.57421606634
1642,214900.5362261024
1643,229197.14629107813
1644,224636.74438231936
1645,174514.1568746239
1646,153264.56845552387
1647,170112.8941553957
1648,146474.90884933865
1649,138630.74682430664
1650,123610.34739665789
1651,120189.4079527385
1652,97387.05975756395
1653,100944.78147793446
1654,164779.16357524422
1655,165113.82605815388
1656,162209.77665848672
1657,164556.3622762148
1658,163096.13495187677
1659,151395.9597724257
1660,141212.8214967046
1661,411317.3385428587
1662,373266.83041346975
1663,374848.0978400309
1664,454444.57660280744
1665,318563.22638977034
1666,330363.9557586289
1667,340463.350678815
1668,334905.1359445215
1669,309376.7507014493
1670,347590.77431798825
1671,262359.6024462966
1672,481704.1980869345
1673,298026.4240897331
1674,257281.5465023576
1675,181492.15299812183
1676,182447.62927874847
1677,206683.68563212256
1678,478272.7412896762
1679,378280.76672985585
1680,320788.0197114851
1681,275479.5851722766
1682,301147.82458689867
1683,193201.5944060274
1684,177739.24017075196
1685,176242.82997665173
1686,175447.7073012265
1687,170195.0437555559
1688,189342.57201394002
1689,193578.97942572538
1690,186598.41409557575
1691,176772.99500191558
1692,275755.4802025137
1693,172108.29226673595
1694,181299.1573629603
1695,171824.28358668197
1696,269648.4034659793
1697,173739.91731452447
1698,331883.2829391382
1699,331203.61509316816
1700,247870.67366988774
1701,264947.0704182828
1702,254425.33999231993
1703,255001.86669091025
1704,294898.45757837716
1705,234425.80921528395
1706,464625.0113419913
1707,210538.32738482053
1708,210916.75099499972
1709,294911.1406383479
1710,229774.9992162498
1711,261581.18553702423
1712,234534.46436286846
1713,243569.57432994084
1714,223052.75344042826
1715,198256.2263429152
1716,172588.28880419594
1717,164056.957315012
1718,139680.4299618927
1719,206798.286984522
1720,253753.0659663941
1721,163448.25123478356
1722,134038.0454805567
1723,153308.31739659733
1724,211667.08861406785
1725,230432.42239758268
1726,184143.51810163233
1727,171243.91614318636
1728,191000.15594567574
1729,164660.84668331294
1730,160409.4360316223
1731,123634.58418176117
1732,133872.82969534048
1733,129636.4194801189
1734,132995.35933523343
1735,129655.78790290636
1736,117837.66387542049
1737,385433.0744648105
1738,209225.93728219747
1739,275353.55503868643
1740,187827.04790179155
1741,177371.65937362195
1742,174377.57567840448
1743,170658.27401949232
1744,317646.9184775916
1745,243457.96025765245
1746,276596.4837288925
1747,225854.90862690448
1748,207190.31217022106
1749,158294.00297826127
1750,147722.30611388723
1751,228750.73849275277
1752,126347.29425674898
1753,143935.75468395907
1754,221520.78834630776
1755,165032.52050515814
1756,124502.08759245332
1757,122371.56657987602
1758,150359.6637678001
1759,169401.99076328942
1760,155942.24158271952
1761,149006.50855670794
1762,174416.35865614648
1763,175039.06403489623
1764,120794.67241825213
1765,164862.1035675998
1766,169629.36126398697
1767,200652.1362853991
1768,141860.1603966551
1769,175838.53596666796
1770,134429.51922979846
1771,141162.37209028707
1772,143827.03075020577
1773,143282.30509693595
1774,133106.49375485026
1775,134421.21852195644
1776,120128.00308861295
1777,120366.50184928489
1778,131392.73116880565
1779,116521.42127084617
1780,182999.02410718286
1781,136455.44805948235
1782,103511.37262774342
1783,127092.72047036272
1784,100470.57158127025
1785,120481.38297842075
1786,151538.70018638612
1787,167491.3300686439
1788,64246.72552936996
1789,95471.98857529924
1790,94916.3517012827
1791,172587.8160199578
1792,150004.75447402566
1793,139212.78649156124
1794,140817.37786868186
1795,139329.4558667009
1796,118338.94044650266
1797,114332.98766503614
1798,130731.69693116704
1799,117760.30083242114
1800,124098.75803011867
1801,131780.0579764001
1802,153460.14859622833
1803,157493.78266583112
1804,139518.12832506752
1805,137295.6398489656
1806,114096.12677595936
1807,143484.32441715372
1808,121653.59629504768
1809,133227.56361502505
1810,147723.95530686458
1811,120923.25716938433
1812,115714.7230148642
1813,122284.38030734194
1814,103202.47581946009
1815,64554.8862488295
1816,105952.29076947006
1817,130027.56851707431
1818,130035.57259048037
1819,116301.66507136456
1820,84718.32280754815
1821,123115.52166973047
1822,146858.0780876752
1823,64181.70371462053
1824,135725.37162336888
1825,137632.80925506755
1826,108722.50525427716
1827,111148.78700218082
1828,137804.4091068911
1829,115381.77305251385
1830,142638.02185980658
1831,169674.80637900537
1832,112426.4698308418
1833,152051.90908069175
1834,133704.83211981683
1835,177380.27076095363
1836,125707.33904630125
1837,107097.7277970805
1838,133382.33479010084
1839,91140.31853639477
1840,156411.8123916362
1841,149477.53816681416
1842,88243.63439552914
1843,140113.99744260393
1844,135153.66578964388
1845,138724.96624135235
1846,150081.17407763063
1847,146133.8046268919
1848,66120.26791080862
1849,131207.8431943212
1850,138030.54417331357
1851,151708.86260261835
1852,132250.9186862685
1853,133768.06673921805
1854,179017.00216960264
1855,144862.36127646995
1856,220273.75544135078
1857,164418.5384653519
1858,135753.67062714967
1859,129740.84103413366
1860,150954.97997212186
1861,129640.15556316591
1862,273338.8126212644
1863,272010.57053179835
1864,272010.57053179835
1865,333909.85678773647
1866,332451.0256677418
1867,244408.39703589838
1868,298133.71181045275
1869,193308.71744088127
1870,250635.79049387143
1871,257012.68843049387
1872,174385.25191269643
1873,229016.5832552804
1874,137890.495651776
1875,203188.82768146036
1876,183708.12528438366
1877,205947.5605068246
1878,211631.2088989898
1879,131374.74412987396
1880,137551.60006776254
1881,233865.70371787663
1882,262360.91217502527
1883,198774.0305626124
1884,216198.86594521897
1885,253364.1460479865
1886,296421.2470713724
1887,197096.72627157785
1888,283203.9283946471
1889,169795.2786845641
1890,133224.6914701376
1891,142757.3234898248
1892,113841.97529963535
1893,140018.375236333
1894,131132.68747860723
1895,151543.13595168228
1896,123963.15550919948
1897,121528.71278834068
1898,108609.79468454966
1899,127670.66045092662
1900,153816.25123390427
1901,162839.7375343236
1902,129479.85984498233
1903,230595.49706325342
1904,139362.9445553456
1905,177452.66300372523
1906,155726.5948122958
1907,197229.31858685016
1908,120369.80307047024
1909,139345.14528495134
1910,129806.60101056215
1911,191963.10396922808
1912,260779.77994293327
1913,143969.73466282987
1914,64586.03268181771
1915,340496.385424712
1916,77500.27240260286
1917,266458.71984673856
1918,133899.21122037387
1919,150351.47149750378
1920,153075.5427835588
1921,431804.93436448957
1922,346792.4919115985
1923,201829.8754859787
1924,239865.86762899542
1925,228558.34740573482
1926,385228.3779490418
1927,136806.0809156628
1928,160969.61641225568
1929,122895.96600949002
1930,125606.87489871058
1931,138463.8931308509
1932,135210.5369635979
1933,169074.16155056126
1934,181257.1823538535
1935,176858.90165951746
1936,183363.92972829903
1937,180922.3547290705
1938,172631.8150800274
1939,246601.56612508834
1940,200753.2446735912
1941,178199.28727964812
1942,188696.40849284234
1943,200571.95530599312
1944,312124.81750204315
1945,371272.3149438262
1946,166141.79083248944
1947,313465.72850745317
1948,179391.16577362176
1949,246813.28135797087
1950,180643.16460901755
1951,264465.075258081
1952,243621.768206757
1953,160779.53891480574
1954,207419.5930823695
1955,128263.01838435151
1956,278534.497066358
1957,164857.18551978923
1958,311610.0634093171
1959,141749.71963869515
1960,116366.02227187104
1961,121325.49641534753
1962,99189.75746866946
1963,108950.83140449747
1964,112075.87069209697
1965,160680.28016940574
1966,164810.34188695208
1967,295400.17100071965
1968,411129.16331266053
1969,378259.1237901105
1970,419771.34736156854
1971,413288.6289487025
1972,357031.5420139542
1973,266550.5396886998
1974,312632.26477734157
1975,488977.8367286398
1976,274630.0584769063
1977,341826.4236588429
1978,337415.7582172799
1979,327514.01918565057
1980,197342.8553075151
1981,343345.6539102918
1982,226502.68523403603
1983,218168.3581507813
1984,178983.81115153554
1985,206299.15920428158
1986,209394.95669911426
1987,183580.6076189434
1988,177521.5221309473
1989,185481.99110439373
1990,219704.60889477184
1991,207865.60592173546
1992,212321.3353859456
1993,174908.00283657984
1994,245524.55766747883
1995,186169.16332965074
1996,255752.92871247436
1997,335841.11823566863
1998,349732.1170601575
1999,248572.10361213447
2000,307891.91823002713
2001,266779.4587196808
2002,234614.9661524617
2003,253216.75209868854
2004,262742.1396058392
2005,229615.19490839948
2006,223525.45945496054
2007,249398.85857037344
2008,204720.6930360536
2009,183824.85735496308
2010,193930.60726877046
2011,145738.6215112502
2012,181397.0592028668
2013,180965.23734672347
2014,185427.7835575479
2015,195309.92831590486
2016,187798.73812598857
2017,201053.60273707772
2018,124610.37198582706
2019,131824.1820238026
2020,116695.50408232473
2021,119335.50886721365
2022,175426.14660691915
2023,155337.3420703453
2024,215359.33002264771
2025,351957.6389043964
2026,186871.5867436971
