Id,SalePrice
1461,128224.05823608064
1462,155816.53530377668
1463,179736.82870620914
1464,180884.49257310556
1465,203615.3639846743
1466,182236.7130903054
1467,167137.7716053945
1468,178350.2030578202
1469,183540.4499469241
1470,120833.15768962838
1471,202194.50625616932
1472,95540.34539102996
1473,95909.79715574037
1474,154250.8907439942
1475,149585.8551119177
1476,404090.2413793103
1477,249823.21685823755
1478,311778.5057471264
1479,251413.4670846395
1480,452600.3563218391
1481,305706.6360153257
1482,210765.34753873065
1483,178434.7491182987
1484,181613.86767571743
1485,171610.76043228386
1486,198995.7470794229
1487,333292.6666666667
1488,234716.93324045048
1489,212492.57827038856
1490,197853.1870428422
1491,190974.55739374322
1492,99572.35357889238
1493,178424.70308969446
1494,301915.08812260535
1495,300365.70881226053
1496,230059.58725182866
1497,194558.93115419298
1498,151970.83141762452
1499,154167.1264367816
1500,148878.2643678161
1501,176493.81471178375
1502,168599.55938697318
1503,295377.8735632184
1504,232555.87273030155
1505,217157.64771307877
1506,180231.93979200878
1507,216349.1724137931
1508,196581.6336434957
1509,162456.67372749688
1510,153101.11048019666
1511,149403.12311335176
1512,173521.63311273657
1513,150936.78127525302
1514,157283.62561576357
1515,175717.467752235
1516,158669.1854442003
1517,155736.75369458128
1518,129803.27820985863
1519,229475.87768936047
1520,138251.8040666398
1521,144619.05711611264
1522,161917.60262725782
1523,115106.82462775249
1524,120989.87586952854
1525,124128.75111245546
1526,130549.81168091169
1527,99569.72635744073
1528,126761.10792219143
1529,144193.53581751313
1530,171261.42049808428
1531,120990.91152908394
1532,106739.04562870078
1533,149789.70461099266
1534,113282.23747944536
1535,164243.93047055113
1536,118241.75305895439
1537,74263.79054916986
1538,183878.50574712644
1539,240843.3448275862
1540,111423.83634373288
1541,152616.59751216217
1542,146578.06426026754
1543,226568.4129416773
1544,80105.77011494253
1545,105882.41613055365
1546,120643.15773134709
1547,145113.3510167993
1548,137921.2709712365
1549,113600.88951844687
1550,145586.82777838924
1551,118514.03735632185
1552,146950.49290060851
1553,142968.43185550082
1554,119171.86973180076
1555,167115.73377963033
1556,98065.67432950191
1557,132669.86371100164
1558,92216.69492337164
1559,116951.96551724138
1560,149675.0172413793
1561,161831.0804597701
1562,128790.041795947
1563,126579.99277049108
1564,162654.8564367816
1565,156010.21003742312
1566,219653.4367816092
1567,79364.26181353768
1568,221433.10344827586
1569,144957.19191919192
1570,125048.90740221285
1571,132952.79083942878
1572,148165.281321979
1573,241220.091954023
1574,108695.66666666664
1575,211991.15460118424
1576,211233.39162561577
1577,208668.9465654078
1578,155937.68845459985
1579,143639.53188728215
1580,191850.62526718894
1581,142568.91762452107
1582,129668.87346726688
1583,331219.8045977011
1584,238143.36027765338
1585,140383.17447877792
1586,68328.80970625799
1587,104005.23745846916
1588,151062.01752836132
1589,103280.7100142739
1590,133805.3299318817
1591,107976.78189037203
1592,123891.86206896552
1593,115799.0382723154
1594,135443.75670498083
1595,114979.56431308156
1596,231241.47041294168
1597,160906.5127713921
1598,184844.3805359754
1599,219031.5476190476
1600,195782.50068418172
1601,78949.01521140015
1602,117697.83245850845
1603,94905.78232662263
1604,287086.3218390805
1605,257163.90421455936
1606,168343.2247579631
1607,167182.46192908837
1608,214949.60962111538
1609,203193.25212096333
1610,162741.4875395798
1611,147003.71916986932
1612,154915.04977596045
1613,161944.75330779055
1614,120551.89509359993
1615,88807.7475771918
1616,83157.09515553937
1617,88840.40748204541
1618,126741.76895445652
1619,134884.89480506722
1620,149803.4276591863
1621,139278.79764276592
1622,151151.90634014772
1623,299455.9284802043
1624,212710.13957817407
1625,131863.01581888736
1626,170155.52178405324
1627,187806.3780076665
1628,294179.5747126437
1629,177904.8172604174
1630,347134.0459770115
1631,228204.61685823757
